x1,x2,x3,label
96.52663009030572,83.40598129301888,89.04483376287392,1
85.4657728648913,82.19262434168903,63.64008364205321,1
64.68466428838889,52.474667685750944,39.543874391613606,0
62.911614075067725,59.76846627773192,57.241577083876365,0
65.14993593198575,73.20398053240622,72.86331058720116,1
58.327247823327994,49.266679518564615,45.11950360489018,0
83.89112329021722,99.45027983467261,81.4636258394933,1
66.76462861114638,40.119606719569646,57.8164449242659,0
52.858921008200426,59.63895443642673,60.68779412434287,0
50.533046747695714,39.32912289698111,53.25221668907129,0
82.55860368075346,93.62839943511725,63.568173148482245,1
34.53858408069792,67.2371642274917,68.9699283413764,0
33.30993680141225,65.06645943703171,52.0635149017628,0
40.63751699856956,44.41380380821073,40.397994514170506,0
62.08436996106936,69.11602675017083,52.240201545703385,0
80.60944219456843,98.92441397080418,84.07741582163841,1
79.18328407017,83.36797938856677,89.47289901579651,1
87.90567485973853,91.85887102695509,78.37387231784689,1
39.500258851698796,46.00891571488099,49.108595635209106,0
47.37807377953085,40.14728695492555,46.208083471256685,0
48.12963387315324,31.292638044386017,41.19054028675783,0
81.37694014930092,74.23965937087945,95.76869051583702,1
33.01738188359077,36.64861727637012,38.67236426345965,0
45.866064078170076,65.67587635107107,35.86419286768102,0
79.201838680739,76.821431146603,91.38673055777238,1
51.83663080659956,58.23325935514778,68.7460777589654,0
89.05588130600913,81.89785227596445,78.03641789664418,1
89.98313199904288,75.71957795915436,93.16656882826058,1
34.27024263743537,43.42640259187853,36.78719615582262,0
90.28324808169823,75.11402197103146,69.64339329318527,1
79.21480327465419,99.41144202662016,75.06955879751763,1
87.66857588675649,81.37385100117852,89.99642997879887,1
93.77762690534516,89.98464928034349,61.218886109343764,1
38.509115800969155,67.84778171526762,61.2518420188481,0
79.92660746583572,79.04842787156056,93.25485960250005,1
63.536328934625864,91.67271357878532,83.59823588550545,1
69.83724968121317,32.234846187094,59.481422271640355,0
78.95879765722225,74.20417213117219,85.95291361166304,1
72.31108959084197,92.6554294085225,98.71895061759292,1
84.69054848389169,99.21850900369512,84.3235139816754,1
73.90476857930734,61.27218725940661,81.94861236829635,1
81.49053666856281,78.40476635934289,83.39064423796614,1
64.19476666129924,89.49620824375276,67.29135513903832,1
68.28910596032226,95.12882669916769,90.27996528688915,1
49.84149817173625,57.71561434767757,43.93346417812789,0
68.36523164314056,83.18599737886953,73.6625284182618,1
76.01201955641125,87.90670294787728,67.20269089397195,1
64.52554087956015,65.21439874553667,39.46740774728315,0
61.83445065618532,84.83222737688365,73.89653632901657,1
45.58472344876814,41.90540698037243,33.99939548647453,0
82.7632587666299,62.54047318360006,61.47287470543966,1
80.46628054189046,66.27910730864775,75.09143860968291,1
42.907455531103345,31.73603133192691,66.98573320894384,0
81.41342256062094,69.32865646199205,73.71707457113041,1
46.44826883488745,54.11127528093194,40.8383057006052,0
49.3008379857057,49.7210263108722,33.331376447810385,0
94.68859924298893,74.16586683172503,75.8865533001633,1
32.13941186989476,68.34165987532793,63.885725763823594,0
45.368073255168795,59.48402823372077,66.61017366676425,0
68.34809629631386,32.31455591030829,45.7808719443252,0
33.668165890339246,54.09763703604476,52.14812209383203,0
93.68365660074838,90.7567096526159,62.64943911407463,1
57.26454675891159,43.6249827785696,40.42778112943613,0
36.59337044548004,46.450204663414766,61.10409134940902,0
44.19620761850882,68.27203540505826,57.07079617697213,0
63.5392305505594,47.04365900187764,38.90305670284122,0
57.52120040700156,63.47855496949495,64.67474821243366,0
87.86005864908316,76.46644857430113,94.97270419417669,1
52.74081134999833,53.03698301032338,59.26591021198561,0
35.32740500894999,33.04801518396653,67.62127308541534,0
46.66556230953917,53.246504847233055,66.76706207342238,0
60.10380097534586,94.73204428142347,63.38068030722728,1
58.20337457186639,39.94896617721152,43.21010116076394,0
57.19379119600983,59.59635041789498,39.52944609615918,0
96.96167036429733,69.44466132469617,90.39821635750343,1
81.25063015894136,88.8206424556586,62.49365450044966,1
61.875858711648796,70.74689928101229,60.88738968121206,1
59.50665595425056,62.30713639348115,64.75619601617475,0
65.35408475202533,60.54687859307989,63.01436241409849,1
65.90956367624906,65.32467714349913,87.48662021613325,1
63.691623449149844,79.24581576225172,87.51138868384332,1
68.7032220608099,51.918875329923495,46.93883769232474,0
61.60696962561828,73.67383647519749,55.150687262681494,1
96.41885113613091,71.91837806167803,80.94409104060045,1
35.10758917689862,40.00065796864419,53.22176049375639,0
82.3096906380175,83.46141738643036,82.57834170090565,1
41.779757873577196,69.83325500117482,57.87700223455259,0
55.87393446674895,45.530735359594885,39.175789828197985,0
33.31565286773417,51.13480485188837,47.45343326426224,0
67.46592607422829,31.567453067025852,46.71784126862315,0
45.10915544705179,51.37309894122254,49.86244762732311,0
68.201813140261,70.05769758047194,70.98927188103636,1
66.30774825394185,53.67554955285137,44.00872986801254,0
67.15110444587145,59.88706310929309,64.9649539569788,1
85.5744542789697,92.20178670077448,96.12604234706505,1
68.95396263625283,92.87162547377797,73.80330511289547,1
75.15090503805158,73.49787335487673,95.98589588580049,1
